!Series_title	"Amyotrophic lateral sclerosis"
!Series_geo_accession	"GSE833"
!Series_status	"Public on Nov 14 2003"
!Series_submission_date	"Nov 11 2003"
!Series_last_update_date	"Jul 08 2016"
!Series_pubmed_id	"14645737"
!Series_summary	"Identification of amyotrophic lateral sclerosis (ALS) associated genes. Post mortem spinal cord grey matter from sporadic and familial ALS patients compared with controls."
!Series_summary	"Keywords: other"
!Series_type	"Expression profiling by array"
!Series_contributor	"Fernando,,Dangond"
!Series_contributor	"Robert,H,Brown"
!Series_contributor	"Steven,R,Gullans"
!Series_sample_id	"GSM6826 GSM6827 GSM6828 GSM6829 GSM6830 GSM6831 GSM6832 GSM6833 GSM6834 GSM6835 GSM6836 "
!Series_contact_name	"Fernando,,Dangond"
!Series_contact_email	"fdangond@rics.bwh.harvard.edu"
!Series_contact_phone	"617-768-8597"
!Series_contact_department	" "
!Series_contact_institute	"Brigham and Women's Hospital Laboratories"
!Series_contact_address	" "
!Series_contact_city	"Cambridge"
!Series_contact_state	"MA"
!Series_contact_zip/postal_code	"02139"
!Series_contact_country	"USA"
!Series_platform_id	"GPL80"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA87835"

!Sample_title	"Control gray matter 1"	"ALS gray matter 6 Sporadic"	"ALS gray matter 7 Sporadic"	"Control gray matter 2"	"Control gray matter 3"	"Control gray matter 4"	"ALS gray matter 1 Familial"	"ALS gray matter 2 Familial"	"ALS gray matter 3 Sporadic"	"ALS gray matter 4 Sporadic"	"ALS gray matter 5 Sporadic"
!Sample_geo_accession	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
!Sample_status	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"
!Sample_submission_date	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"
!Sample_last_update_date	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"
!Sample_platform_id	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"
!Sample_contact_name	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"
!Sample_contact_email	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"
!Sample_contact_phone	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"
!Sample_contact_department	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_institute	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"
!Sample_contact_address	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_city	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"
!Sample_contact_state	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"
!Sample_contact_zip/postal_code	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"
!series_matrix_table_begin
"ID_REF"	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
"S75989_at"	20	20	37	20	2714	20	312	131	709	770	865
"S76067_at"	195	830	264	20	20	20	20	457	246	122	20
"S76473_s_at"	935	2843	786	1040	333	651	481	20	1793	1043	1108
"S76475_at"	3128	5138	5835	6463	6347	5433	4865	3717	8754	7377	7769
"S76617_at"	20	20	20	20	20	20	20	20	20	20	20
"S76638_at"	20	20	443	20	20	22	149	572	99	20	20
"S76756_s_at"	641	3897	1970	142	2070	1691	392	889	1291	730	987
"S76853_s_at"	20	390	20	76	759	20	20	20	20	20	20
"S76942_s_at"	505	1964	4202	20	20	20	3078	271	2823	204	1848
"S76965_at"	1137	2655	2010	2293	2615	2665	4003	1730	1290	1791	2241
"S76978_s_at"	159	20	20	728	368	209	60	20	151	20	156
"S76992_at"	86	20	3523	771	20	20	1315	1293	1374	548	2562
"S77094_at"	20	20	20	114	20	120	20	1458	20	20	6
"S77154_s_at"	102	20	464	20	1245	445	384	387	489	244	20
"S77356_at"	23527	17401	11623	29887	2465	17146	8448	12134	21706	12635	16942
"S77361_at"	80	1341	302	1323	20	20	473	191	361	492	382
"S77393_at"	20	524	115	20	20	20	218	221	108	98	20
"S77410_at"	640	2264	143	20	201	860	88	598	479	7	419
"S77415_at"	485	1133	866	156	865	1654	142	413	297	172	20
"S77575_at"	20	20	20	211	20	20	20	20	160	40	20
"S77576_at"	2558	3854	786	5860	1628	1355	89	2976	1419	628	2359
"S77582_at"	241	19	20	448	20	20	241	20	558	33	623
"S77583_at"	571	269	515	844	348	578	232	20	758	20	474
"S77763_at"	987	20	1393	2131	1099	1400	796	20	324	936	1352
"S77812_at"	959	20	2702	2656	263	870	490	260	1267	757	851
"S77835_s_at"	20	2110	20	20	20	20	20	20	20	28	20
"S77893_s_at"	20	20	20	20	20	20	20	276	20	20	20
"S78085_at"	2634	951	802	1744	2746	1554	386	717	982	1651	1479
"S78187_at"	2591	20	1904	3987	1019	2203	1536	1302	1500	2695	2640
"S78203_at"	975	1399	430	510	793	1549	544	404	415	405	1486
"S78234_at"	419	1034	40	391	361	20	20	20	31	216	20
"S78271_s_at"	348	1008	146	978	1161	896	522	699	845	687	741
"S78296_at"	1976	7445	3450	1765	2238	10584	3246	1329	2671	2422	1262
"S78432_xpt1_at"	1565	20	148	2457	20	20	267	471	20	20	602
"S78467_s_at"	100	20	20	20	20	20	24	353	92	40	20
"S78569_at"	382	756	415	226	574	244	33	148	420	130	84
"S78653_at"	1147	1545	1156	2673	835	940	347	194	65	542	201
"S78693_f_at"	104	666	146	28	62	20	20	20	309	122	704
"S78723_rna2_at"	20	20	20	544	20	165	20	164	20	20	20
"S78771_s_at"	5097	4083	3380	6779	3457	4071	2586	3573	2945	4304	3598
"S78774_at"	20	20	20	20	20	20	20	20	20	20	20
"S78798_s_at"	1421	32	1534	1808	1019	612	40	338	1734	1132	1321
"S78825_at"	20	20	20	20	20	20	20	20	20	20	20
"S78873_s_at"	1241	20	20	20	20	20	20	20	20	20	20
"S79048_at"	1497	20	511	2020	57	188	730	590	20	20	459
"S79219_s_at"	1438	145	1556	366	1379	1331	1032	1459	398	2031	896
"S79267_at"	1167	1330	699	2709	239	1108	397	514	611	408	851
"S79281_at"	20	20	20	272	165	824	20	20	20	20	20
"S79522_at"	43824	25465	28090	48168	35458	28323	33660	20596	23616	23716	28639
"S79639_at"	1529	6851	849	3046	4073	1223	1151	1001	924	822	682
"S79781_at"	453	20	20	2758	1417	20	215	1675	20	20	20
"S79854_at"	20	20	20	20	20	20	20	20	20	20	20
"S79862_s_at"	94	2187	20	98	336	363	20	80	20	42	20
"S79873_s_at"	1725	1519	1863	1658	985	1508	1066	1156	1430	1899	901
"S80050_at"	594	20	102	1934	271	20	20	64	833	20	322
"S80267_s_at"	20	250	107	343	8	20	20	106	20	183	20
"S80335_at"	20	20	704	20	20	20	38	20	20	672	602
"S80343_at"	20	1803	94	20	20	20	193	185	112	5	20
"S80437_s_at"	3871	2308	2338	3369	5721	3675	2236	1320	2740	2943	1592
"S80562_at"	920	225	2908	924	1767	1353	4210	2362	1520	3898	471
"S80905_f_at"	28	20	175	1543	20	20	1245	937	1712	1277	1445
"S81003_at"	1947	2410	2243	30	2208	4142	4023	3886	3961	3408	1672
"S81083_cds1_at"	89	1095	1658	1012	1897	1013	1047	498	462	482	448
"S81221_at"	20	20	20	20	20	20	20	20	20	20	20
"S81243_s_at"	20	4844	2480	1955	764	137	280	754	977	1486	998
"S81264_s_at"	1770	3034	2060	2591	4811	3332	420	1496	667	1230	699
"S81294_at"	20	1380	20	3016	20	20	20	20	20	20	20
"S81419_at"	1324	2063	435	3415	2815	1756	345	716	184	520	1397
"S81439_at"	333	422	357	701	572	45	235	505	138	133	310
"S81578_at"	20	20	20	20	20	20	108	20	282	20	20
"S81661_s_at"	128	20	20	268	20	181	99	2	20	20	285
"S81737_s_at"	757	20	2589	20	438	20	438	888	731	66	249
"S81893_at"	20	20	87	771	32	1048	296	117	234	490	669
"S81914_at"	20	20	20	457	1046	20	618	936	860	385	114
"S81916_at"	288	2355	477	743	483	53	19	422	214	197	439
"S81944_at"	20	20	20	20	20	18	20	20	20	20	209
"S81957_at"	20	954	20	20	579	20	20	20	20	20	20
"S82024_at"	3738	8620	3993	2120	19224	43522	2902	2407	2584	1852	810
"S82075_at"	20	20	20	20	20	20	20	20	20	20	20
"S82185_at"	376	20	604	20	20	233	20	313	20	141	20
"S82198_at"	7105	13520	5792	12107	8058	7802	1216	1611	680	678	4610
"S82240_at"	20	20	20	20	20	20	20	190	20	399	20
"S82297_at"	10245	92646	70969	3985	48375	27734	50172	40849	61113	36562	6856
"S82362_s_at"	20	1017	20	186	20	757	20	145	217	20	20
"S82447_s_at"	4814	3003	3870	1874	5781	3893	4823	5685	5645	5093	7069
"S82470_at"	6131	6370	5078	6839	5735	6276	4167	3849	4609	5351	4145
"S82471_s_at"	1122	20	496	240	461	351	57	329	87	297	222
"S82472_at"	376	20	20	2328	882	20	20	294	57	23	224
"S82592_at"	166	20	20	302	20	219	20	102	3	136	197
"S82597_rna1_s_at"	20	20	20	693	20	20	20	20	71	287	20
"S83198_at"	20	20	20	20	20	20	20	20	20	20	20
"S83249_at"	191	20	20	20	20	94	20	20	47	69	20
"S83308_at"	295	1036	22	369	18	1103	372	462	549	454	592
"S83309_s_at"	562	3490	334	1958	2312	11	189	593	646	138	462
"S83325_s_at"	20	20	274	20	20	64	20	20	20	20	20
"S83362_s_at"	835	20	209	1159	20	20	1005	565	20	801	2455
"S83364_at"	553	3332	1282	1059	1825	1869	295	1622	241	302	113
"S83365_at"	20	20	20	20	20	20	20	20	20	20	20
"S83366_cds1_at"	385	1123	198	614	2136	970	649	782	1535	566	843
"S83366_cds3_at"	123	20	20	20	963	127	20	634	116	55	20
"S83390_s_at"	20	20	20	20	20	20	20	20	20	20	20
"S83513_s_at"	2355	4079	1743	5733	2522	1815	1008	1428	1112	888	349
"S83549_at"	20	20	20	20	20	20	20	20	20	20	20
"S85655_at"	1470	20	20	20	20	1111	20	849	20	20	20
"S85963_at"	20	584	549	20	52	20	20	20	22	20	20
"S87759_at"	1116	1456	1234	2085	477	1049	355	1108	537	946	1336
"S90469_at"	3112	1790	4208	4575	1372	3614	1784	2405	949	2147	2662
"S94421_at"	20	415	20	20	20	20	20	20	20	20	20
"S95936_at"	71203	20039	38069	157065	97113	102634	31685	24630	28075	35882	79900
"U00001_s_at"	140	1904	166	20	20	458	20	184	181	20	20
"U00115_at"	2572	3034	1826	5442	1156	308	2531	3225	1376	5847	4921
"U00238_rna1_at"	479	685	104	906	20	242	298	307	20	222	51
"U00672_at"	774	20	445	787	147	20	617	733	20	505	384
"U00802_s_at"	20	20	20	20	20	20	20	20	20	20	20
"U00921_at"	187	20	291	20	20	158	100	166	95	383	20
"U00928_at"	350	72	29	554	20	20	20	20	20	20	20
"U00930_at"	1758	647	1923	3899	4227	2491	1071	1842	826	2257	2259
"U00943_at"	1529	3199	1475	3210	2602	1172	644	877	664	623	1593
"U00944_at"	129	20	127	20	311	254	134	292	20	20	20
"U00946_at"	20	20	128	20	20	153	61	20	20	318	20
"U00947_s_at"	6197	4996	11470	4851	10015	10894	8022	10461	15030	15309	12887
"U00951_at"	20	20	20	20	20	20	20	20	20	20	20
"U00952_at"	1027	3546	9007	616	3879	2746	1947	2474	1730	2805	2159
"U00954_at"	20	20	20	20	20	20	20	20	20	20	20
"U00957_at"	20	20	20	20	20	20	20	30	20	20	20
"U00968_at"	13264	4843	10385	8920	7148	2927	9886	13712	4782	9998	15511
"U01038_at"	2204	12026	4614	3756	5470	6389	1857	2254	1870	1777	2345
"U01062_at"	20	20	20	20	20	20	20	20	20	20	84
"U01102_at"	20	20	20	20	20	20	20	20	20	20	20
"U01120_at"	1323	2071	1653	20	2296	1381	433	450	1025	871	1265
"U01147_at"	4018	6484	7954	256	5500	5416	4072	5090	3019	3101	3298
"U01157_at"	20	126	114	42	20	20	663	34	20	20	703
"U01160_at"	1525	2245	914	947	1559	755	1255	1098	953	1175	1110
"U01212_at"	4205	12201	4892	6218	6610	6273	2905	5208	2682	3144	2112
"U01317_cds1_at"	20	20	20	20	20	20	20	20	20	20	20
"U01317_cds4_at"	817	1541	888	707	633	657	300	325	94	363	392
"U01317_cds6_at"	372	20	20	120	20	20	234	20	20	88	20
"U01337_at"	3129	20	4328	4683	554	527	1369	2659	2548	3138	5256
"U01691_s_at"	3558	4645	6693	3144	8900	5464	5397	8136	4885	6661	3024
"U01824_at"	5047	6011	1386	6891	635	3779	2058	2062	6701	3482	3695
"U01828_at"	17	20	263	20	20	20	12	218	349	123	20
"U01833_at"	382	20	20	444	20	209	20	20	20	20	180
"U01877_at"	161	20	20	20	174	20	20	68	124	17	20
"U01922_at"	20	20	20	20	20	20	20	20	20	20	20
"U01923_at"	722	90	1148	241	1032	1015	328	895	135	374	550
"U02019_at"	292	1	709	1147	648	69	395	2	784	348	1369
"U02020_at"	565	261	979	1581	1383	616	1768	1500	1799	3625	484
"U02031_at"	20	20	20	20	20	20	20	20	20	20	20
"U02081_at"	35	517	130	20	735	292	283	130	383	496	20
"U02082_at"	761	847	340	1688	729	304	334	200	20	20	373
"U02310_at"	275	1837	809	1196	1233	835	53	478	498	461	466
"U02388_at"	579	20	228	357	20	74	20	6079	20	20	20
"U02493_at"	4332	7610	9074	2743	6997	6613	8573	6942	5571	7465	4327
"U02556_at"	1585	585	2810	1119	4002	5032	4748	856	2263	1253	208
"U02566_s_at"	4831	20	4599	2217	20	654	3937	2316	5412	5058	6537
"U02570_at"	6908	5020	7252	5481	7524	5547	5160	5517	4600	6335	6496
"U02609_at"	20	20	20	20	20	20	20	20	20	20	20
"U02619_at"	3553	6031	1917	5286	4809	5865	2952	3572	4614	2632	4725
"U02632_at"	1261	1913	630	1819	1938	924	425	594	132	412	622
"U02680_at"	513	525	559	20	221	618	926	567	595	404	723
"U02683_s_at"	104	20	48	627	20	20	20	20	20	229	20
"U02687_at"	20	20	20	20	20	20	20	20	20	20	20
"U03056_at"	20	740	208	20	20	20	20	20	374	20	20
"U03057_at"	12247	23769	16615	7401	9030	13292	15845	10754	13427	10978	14932
"U03090_at"	20	20	20	1549	20	20	767	20	674	577	821
"U03100_at"	2712	2411	3726	2669	3225	2784	5712	4167	3546	4023	1973
"U03105_at"	2580	1839	1089	2462	3198	2535	2256	905	1631	4108	1679
"U03187_at"	20	20	1651	20	20	20	20	20	197	20	20
"U03270_at"	1828	7084	1866	7109	4688	1747	663	410	1081	884	5039
"U03272_at"	1088	3325	966	2210	1408	1087	534	740	661	469	1560
"U03274_at"	20	20	20	20	20	20	20	20	20	20	20
"U03397_s_at"	253	2230	20	73	628	940	217	364	51	20	82
"U03398_at"	1388	10522	3474	4002	7668	2497	1326	1269	3720	1162	2245
"U03399_at"	1084	5050	20	20	2876	20	20	20	2704	20	20
"U03486_at"	1183	2654	1075	1888	20	1358	171	151	20	752	1013
"U03494_at"	20	3882	20	1986	20	900	408	630	183	546	926
"U03634_at"	402	1981	678	916	987	557	360	1175	235	469	823
"U03642_at"	2984	3796	11730	6496	4610	3907	2773	1826	3884	5952	2201
"U03644_at"	490	20	722	157	20	137	617	20	156	381	629
"U03688_at"	268	20	13	307	353	501	124	492	362	334	20
"U03735_f_at"	205	20	20	385	20	714	20	20	20	20	20
"U03851_at"	397	368	1019	451	3254	1890	919	1392	1406	354	1390
"U03858_at"	71	20	20	20	20	20	20	573	205	20	607
"U03877_at"	50	20	141	20	20	20	235	274	20	617	74
"U03886_at"	444	649	248	638	1364	1242	1066	820	573	735	627
"U03891_at"	157	20	2361	20	1138	726	332	733	1588	863	1037
"U03905_at"	20	20	20	20	20	20	20	20	20	20	20
"U03911_at"	22	696	20	20	20	20	72	20	20	20	20
"U04209_at"	576	429	846	94	741	394	299	1196	108	343	587
"U04241_at"	9143	15977	17030	9515	12121	15480	10782	9996	21271	17095	9577
"U04270_at"	20	20	112	1324	20	770	354	156	20	20	20
"U04285_s_at"	1614	20	4577	476	1196	1454	2205	11167	3160	2692	978
"U04313_at"	20	20	20	1499	656	20	20	30	20	20	20
"U04325_cds3_at"	20	2356	20	259	192	156	20	20	20	113	299
"U04343_at"	674	5220	887	1443	3793	318	642	931	172	512	720
"U04520_at"	1340	663	451	760	504	259	398	133	20	393	205
"U04636_rna1_at"	20	1444	20	176	155	20	66	201	425	20	20
"U04735_at"	66	2324	34	20	223	229	241	20	70	20	14
"U04806_s_at"	20	884	20	20	1409	20	20	452	20	20	20
"U04810_at"	20	20	20	20	20	20	20	20	20	20	20
"U04811_at"	2021	4619	2001	2337	2187	2863	655	822	848	600	1066
"U04840_at"	1315	3826	962	2249	1185	1533	747	877	459	548	216
"U04847_at"	1514	20	367	2325	843	247	750	20	20	75	687
"U04898_at"	386	20	20	20	10	20	20	74	20	20	20
"U05012_s_at"	20	20	20	20	20	20	20	20	20	20	20
"U05040_at"	1008	863	1173	1443	1604	1709	966	371	35	1097	541
"U05227_at"	914	554	20	20	544	440	139	20	374	408	969
"U05237_at"	1772	692	718	1476	262	1262	701	1084	491	1365	2100
"U05255_at"	20	20	20	20	20	361	20	20	194	20	20
"U05255_s_at"	20	20	20	20	20	20	20	20	20	20	20
"U05259_rna1_at"	506	20	216	409	275	20	409	20	576	494	1312
"U05291_at"	2755	3364	1649	5072	6020	2127	1848	1732	1610	2967	3168
"U05321_at"	20	20	20	20	20	20	20	20	20	20	20
"U05340_at"	716	2765	1132	20	20	20	214	20	1235	97	625
"U05572_s_at"	20	20	20	20	20	20	406	1196	20	20	20
"U05589_at"	20	20	20	20	20	20	20	20	20	20	20
"U05659_at"	3820	17006	8644	10334	10744	6803	4971	4304	5856	5134	9789
"U05681_s_at"	3381	12266	8070	4821	9914	7080	1304	3102	5286	1362	1770
"U05861_at"	1285	20	2288	1733	1029	3103	20	2947	1786	2740	3954
"U05875_at"	5703	4959	5997	7183	3715	2528	1781	2142	1698	2164	2390
"U06088_at"	686	4379	20	666	1101	661	634	625	20	20	51
"U06155_at"	1116	2808	399	547	20	1116	1973	1797	720	1766	1477
"U06155_s_at"	33477	47881	55553	25693	75116	59031	43774	39797	64447	55318	65390
"U06233_at"	238	426	102	1058	549	117	124	97	179	28	706
"U06452_at"	1404	1622	474	1331	1647	1352	278	609	241	173	1455
"U06454_at"	20	20	20	20	20	20	5	20	20	20	20
"U06631_at"	4357	880	1740	5013	1024	2878	1658	2792	275	1532	2753
"U06632_at"	263	84	272	20	261	215	51	271	511	20	123
"U06643_s_at"	20	20	20	20	20	20	35	20	20	20	20
"U06681_at"	1885	1373	4421	1923	3524	2785	2597	3028	2645	2590	1596
"U06698_at"	400	1610	20	272	20	130	190	58	269	99	378
"U06863_at"	2355	8606	4323	2205	6609	3433	901	1516	2173	642	530
"U07000_cds4_at"	97	20	812	937	1876	2041	20	809	529	20	20
"U07132_at"	5511	12891	6118	3420	3078	6158	5472	5407	5870	5660	3178
"U07139_at"	20	20	90	20	20	20	540	159	945	717	20
"U07151_at"	2094	2177	759	20	1671	1079	1773	825	189	771	118
"U07158_at"	2285	3546	1754	1249	834	2339	1748	2716	309	1690	1353
"U07223_at"	2040	3116	1565	214	1326	76	1116	131	20	443	80
"U07225_at"	20	20	20	20	20	20	20	20	20	20	20
"U07231_at"	1093	381	169	476	1347	1380	952	721	54	282	1335
"U07349_at"	204	20	20	20	20	20	20	20	20	20	20
"U07358_at"	1050	6982	2981	1365	1405	3199	1302	1943	1543	576	1535
"U07418_at"	1300	2813	1545	1154	2105	2748	1292	830	966	1649	2394
"U07424_at"	1063	1304	2277	1649	1218	2792	1070	1897	863	1288	2376
"U07550_at"	3661	20	1153	2229	848	1511	2076	2007	730	1989	2823
"U07559_at"	1194	2716	633	1122	1430	1079	154	576	425	304	890
"U07563_cds1_at"	198	20	20	20	20	20	20	20	20	20	20
"U07620_at"	1598	20	2804	1579	20	3242	2559	1979	1036	2212	1690
"U07664_at"	2410	7304	6809	6713	20	4328	3358	3191	4960	2455	10639
"U07681_at"	2349	2397	1716	1692	646	2635	1198	1362	915	1218	1536
"U07695_at"	4970	5318	4400	6815	6237	5408	2518	3147	2957	3763	7297
"U07794_cds2_at"	23	20	20	20	246	20	195	657	334	106	20
"U07802_at"	2369	3612	1898	2137	708	1241	1838	2432	1315	2053	2577
"U07804_s_at"	20	20	20	20	20	20	20	20	20	20	20
"U07806_s_at"	965	392	382	851	44	444	814	1562	1674	1421	1585
"U07807_at"	325	875	2077	596	20	883	206	407	218	20	874
"U07856_at"	20	20	86	20	20	20	20	20	271	20	20
"U07857_at"	11077	2840	10602	10503	9195	12327	14579	13024	8176	11709	15863
"U07882_at"	20	276	429	20	918	25	20	344	20	20	518
"U07919_at"	125	838	336	4268	1350	873	105	963	388	20	976
"U07969_s_at"	487	6292	1267	20	1957	1023	348	182	147	190	106
"U08006_s_at"	89	1295	276	20	20	239	52	134	563	20	55
"U08015_at"	20	20	307	655	526	20	152	20	203	204	860
"U08021_at"	20	4829	20	20	2761	336	445	677	455	1346	20
"U08023_at"	997	106	755	1605	1552	619	781	883	174	851	268
"U08049_at"	259	909	379	433	20	631	20	90	1020	105	1079
"U08096_at"	356	20	1435	20	1187	181	44	93	252	20	514
"U08191_s_at"	958	20	20	20	993	20	20	20	153	20	20
"U08198_rna1_at"	20	20	20	20	20	20	20	20	20	20	20
"U08316_at"	1292	4373	20	1995	2379	918	126	257	621	542	842
"U08336_at"	361	20	2314	54	559	295	1099	434	330	19	491
"U08377_at"	20	20	20	20	20	401	832	629	921	804	357
"U08438_at"	20	20	20	20	20	20	20	20	20	20	20
"U08471_at"	20	20	20	20	20	20	20	20	10	20	20
"U08815_at"	600	20	314	999	20	1618	515	975	34	728	1627
"U08854_s_at"	343	146	315	742	299	308	277	343	494	61	424
"U08989_at"	650	1082	889	1798	279	633	121	251	524	327	516
"U08998_at"	20	20	20	20	20	20	130	20	20	20	20
"U09002_at"	625	1719	989	1808	1707	1708	261	20	1042	325	1508
"U09087_s_at"	74	20	20	266	20	20	20	20	20	20	20
"U09117_at"	4709	10582	8747	8733	10809	7457	9588	7890	6585	15896	15420
"U09178_s_at"	472	2217	372	20	675	815	374	586	20	768	77
"U09196_at"	3145	6055	4068	3801	2173	2560	4053	3304	4599	5659	5181
"U09210_at"	4108	20	527	7508	2908	2398	2102	2479	520	1062	1595
"U09278_at"	111	1654	20	20	94	20	20	20	64	20	20
"U09279_at"	277	20	174	59	485	106	20	20	20	119	80
"U09284_at"	20	20	20	488	20	20	388	20	20	20	15
"U09303_at"	1223	5325	1563	1918	2408	1435	393	934	782	708	777
"U09366_at"	870	6	133	1665	983	543	347	82	773	665	429
"U09367_at"	220	517	270	517	898	20	242	379	28	158	168
"U09368_at"	4	996	20	20	20	177	20	20	20	20	112
"U09410_at"	1439	1660	1432	2172	1216	1714	296	502	752	395	988
"U09411_at"	441	384	776	1132	2040	778	113	214	521	232	784
"U09412_at"	846	1240	1007	1759	1337	1180	300	720	542	410	501
"U09413_at"	20	20	2	135	20	20	20	20	89	21	95
"U09414_at"	867	3360	1440	717	20	1818	312	193	371	334	951
"U09477_at"	1694	759	2646	2456	1291	1327	730	679	864	784	591
"U09510_s_at"	2105	3686	2188	2177	2879	4413	1731	1518	1453	1658	471
"U09550_at"	20	20	20	20	20	20	20	20	20	20	20
"U09564_at"	927	20	519	1026	1290	1180	768	644	811	422	334
"U09578_at"	20	20	20	422	20	20	74	1094	20	20	20
"U09579_at"	1545	20	20	108	20	20	5997	1371	4127	3881	1064
"U09584_at"	1354	336	1044	2153	1181	1758	1105	1039	558	573	1308
"U09587_at"	3808	49	2318	1526	1973	6167	3067	2551	3325	2757	1996
"U09607_at"	2038	5535	20	5518	4396	1933	2912	1302	1842	1041	2918
"U09609_at"	258	20	6	60	20	429	20	208	40	144	319
"U09646_at"	110	468	20	20	20	20	178	20	133	153	313
